date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF
2011-01-01,28,83,17,63,25,76
2011-01-02,28,83,17,63,25,77
2011-01-03,26,79,17,63,23,74
2011-01-04,26,79,17,62,23,73
2011-01-05,26,78,19,65,22,72
2011-01-06,27,80,17,63,23,73
2011-01-07,29,84,16,61,24,75
2011-01-08,29,84,17,62,24,76
2011-01-09,29,85,16,61,25,78
2011-01-10,29,85,17,62,25,76
2011-01-11,30,85,16,60,24,75
2011-01-12,29,84,15,58,24,75
2011-01-13,31,88,15,60,25,77
2011-01-14,29,85,16,61,24,75
2011-01-15,30,85,14,58,24,75
2011-01-16,31,87,16,62,26,78
2011-01-17,32,90,16,61,26,79
2011-01-18,31,87,17,63,26,79
2011-01-19,31,88,17,62,26,79
2011-01-20,30,87,17,62,26,78
2011-01-21,29,85,14,57,25,77
2011-01-22,29,84,15,59,24,76
2011-01-23,29,83,15,59,24,75
2011-01-24,28,83,14,57,23,74
2011-01-25,28,83,13,56,23,74
2011-01-26,29,83,14,56,24,75
2011-01-27,30,85,14,57,25,76
2011-01-28,31,87,14,57,25,77
2011-01-29,29,85,15,60,25,76
2011-01-30,29,85,15,59,25,76
2011-01-31,30,86,16,61,25,78
2011-02-01,29,84,16,61,25,76
2011-02-02,29,84,15,60,24,76
2011-02-03,29,85,15,59,24,76
2011-02-04,29,85,15,59,24,76
2011-02-05,31,88,15,60,25,78
2011-02-06,31,87,15,59,25,78
2011-02-07,33,92,16,60,27,81
2011-02-08,32,90,17,63,27,80
2011-02-09,32,90,16,61,27,80
2011-02-10,31,88,16,60,26,79
2011-02-11,30,85,15,58,25,77
2011-02-12,30,87,16,60,25,78
2011-02-13,30,86,16,60,25,77
2011-02-14,32,89,15,59,26,78
2011-02-15,33,91,16,61,28,82
2011-02-16,33,91,16,61,27,81
2011-02-17,33,92,18,64,29,83
2011-02-18,33,91,19,66,28,83
2011-02-19,34,92,18,65,28,82
2011-02-20,33,91,19,66,28,82
2011-02-21,35,95,19,66,28,83
2011-02-22,28,82,19,66,25,77
2011-02-23,28,83,18,64,24,76
2011-02-24,30,86,18,64,26,78
2011-02-25,32,89,18,65,27,80
2011-02-26,31,88,19,65,26,79
2011-02-27,32,90,18,64,28,82
2011-02-28,30,86,15,59,26,79
2011-03-01,30,85,17,62,25,78
2011-03-02,31,88,18,65,27,80
2011-03-03,33,91,18,64,28,82
2011-03-04,33,91,18,64,28,83
2011-03-05,32,90,18,65,28,83
2011-03-06,32,90,19,66,28,83
2011-03-07,33,92,17,62,29,84
2011-03-08,35,95,20,68,30,86
2011-03-09,38,100,20,68,32,90
2011-03-10,37,98,20,68,31,88
2011-03-11,35,96,21,69,31,88
2011-03-12,34,93,19,66,29,85
2011-03-13,33,92,18,65,30,85
2011-03-14,34,92,19,66,30,85
2011-03-15,34,92,19,67,29,85
2011-03-16,34,93,19,67,29,85
2011-03-17,32,90,19,66,28,83
2011-03-18,32,90,17,62,28,82
2011-03-19,33,92,17,63,29,84
2011-03-20,40,103,18,65,33,92
2011-03-21,37,99,21,69,32,90
2011-03-22,37,99,21,71,33,91
2011-03-23,37,98,21,70,32,89
2011-03-24,40,103,21,69,34,93
2011-03-25,39,102,21,69,33,91
2011-03-26,36,96,21,69,32,89
2011-03-27,33,92,21,70,30,87
2011-03-28,36,97,21,70,32,89
2011-03-29,39,101,21,70,33,92
2011-03-30,38,100,22,72,34,92
2011-03-31,40,105,22,71,35,94
2011-04-01,37,99,23,73,33,91
2011-04-02,35,95,22,72,31,88
2011-04-03,34,93,22,71,31,87
2011-04-04,41,105,21,69,34,92
2011-04-05,33,92,22,71,29,85
2011-04-06,33,91,21,70,29,85
2011-04-07,35,95,20,68,31,87
2011-04-08,35,96,21,69,31,88
2011-04-09,37,98,22,72,32,89
2011-04-10,35,96,21,70,31,88
2011-04-11,36,97,22,71,31,89
2011-04-12,36,96,22,72,31,88
2011-04-13,37,99,21,71,33,91
2011-04-14,38,101,22,71,32,90
2011-04-15,37,99,23,73,31,88
2011-04-16,36,97,23,73,31,88
2011-04-17,36,97,22,72,31,88
2011-04-18,36,97,23,74,31,88
2011-04-19,37,99,22,72,32,89
2011-04-20,35,95,23,74,30,85
2011-04-21,31,87,22,72,28,82
2011-04-22,26,78,22,71,24,75
2011-04-23,30,87,21,71,26,78
2011-04-24,32,89,20,68,28,82
2011-04-25,33,92,21,70,29,84
2011-04-26,33,92,22,71,29,85
2011-04-27,35,95,21,70,30,87
2011-04-28,36,96,21,69,30,85
2011-04-29,36,96,21,70,31,88
2011-04-30,38,100,22,71,31,89
2011-05-01,38,100,22,72,32,90
2011-05-02,37,99,22,71,32,90
2011-05-03,33,92,22,72,30,86
2011-05-04,34,93,22,71,30,86
2011-05-05,36,97,22,71,32,89
2011-05-06,37,99,22,72,32,90
2011-05-07,35,96,21,69,31,88
2011-05-08,36,97,21,69,31,89
2011-05-09,37,98,20,69,32,90
2011-05-10,35,95,21,70,30,86
2011-05-11,36,97,23,74,32,90
2011-05-12,33,91,24,74,30,87
2011-05-13,35,95,24,74,32,89
2011-05-14,31,88,24,75,28,83
2011-05-15,33,92,23,74,29,84
2011-05-16,35,95,23,74,32,90
2011-05-17,36,96,24,76,32,90
2011-05-18,34,94,23,74,30,87
2011-05-19,35,95,23,73,30,87
2011-05-20,34,93,23,73,30,86
2011-05-21,34,92,22,72,29,85
2011-05-22,33,91,21,70,29,84
2011-05-23,31,89,23,74,29,83
2011-05-24,34,92,23,74,31,87
2011-05-25,31,88,24,74,30,85
2011-05-26,32,90,24,74,29,85
2011-05-27,31,88,23,74,29,83
2011-05-28,32,89,22,71,29,84
2011-05-29,31,87,22,72,28,82
2011-05-30,34,94,22,71,29,85
2011-05-31,31,88,22,71,28,82
2011-06-01,33,92,22,71,29,84
2011-06-02,28,82,22,72,25,77
2011-06-03,21,71,21,69,21,70
2011-06-04,27,80,20,69,25,77
2011-06-05,29,84,20,68,26,78
2011-06-06,28,83,20,68,25,78
2011-06-07,30,86,20,68,27,81
2011-06-08,29,83,20,68,26,80
2011-06-09,30,86,19,67,27,80
2011-06-10,30,85,20,68,26,80
2011-06-11,28,82,20,69,26,80
2011-06-12,31,87,20,69,27,81
2011-06-13,30,85,20,69,26,79
2011-06-14,29,83,21,69,26,78
2011-06-15,27,81,20,67,24,75
2011-06-16,29,85,19,67,26,79
2011-06-17,28,83,19,67,25,78
2011-06-18,29,84,20,68,26,78
2011-06-19,28,82,20,68,26,78
2011-06-20,30,86,19,66,26,80
2011-06-21,31,88,19,66,28,82
2011-06-22,31,88,19,67,27,81
2011-06-23,30,86,21,69,26,79
2011-06-24,30,85,20,68,27,80
2011-06-25,30,86,20,68,26,80
2011-06-26,29,85,20,68,26,79
2011-06-27,29,84,21,69,26,79
2011-06-28,27,81,20,67,24,75
2011-06-29,31,88,19,66,27,81
2011-06-30,32,90,20,67,28,82
2011-07-01,31,87,22,71,27,80
2011-07-02,27,81,20,69,23,74
2011-07-03,26,80,20,68,24,76
2011-07-04,30,86,19,67,26,79
2011-07-05,28,83,20,68,25,78
2011-07-06,27,81,19,66,25,77
2011-07-07,28,83,19,66,25,78
2011-07-08,30,87,19,66,27,80
2011-07-09,31,87,20,68,27,81
2011-07-10,31,88,20,69,28,82
2011-07-11,30,86,21,69,26,79
2011-07-12,29,84,20,68,26,78
2011-07-13,28,82,20,69,25,77
2011-07-14,28,82,19,67,25,76
2011-07-15,27,80,20,67,25,76
2011-07-16,26,78,20,67,23,74
2011-07-17,29,84,20,68,26,78
2011-07-18,28,82,20,69,25,77
2011-07-19,29,84,20,69,26,78
2011-07-20,28,83,20,68,26,78
2011-07-21,28,82,20,68,25,77
2011-07-22,29,84,19,67,26,78
2011-07-23,26,78,20,68,24,75
2011-07-24,28,83,19,67,25,78
2011-07-25,29,84,19,66,26,78
2011-07-26,29,84,20,68,26,78
2011-07-27,30,85,20,68,26,79
2011-07-28,29,85,19,66,26,79
2011-07-29,29,83,20,69,26,79
2011-07-30,28,82,20,68,25,77
2011-07-31,29,84,20,67,25,78
2011-08-01,30,86,20,68,26,79
2011-08-02,27,81,20,68,24,75
2011-08-03,26,79,20,68,23,74
2011-08-04,26,78,20,67,23,73
2011-08-05,30,85,20,68,25,77
2011-08-06,30,85,20,68,26,79
2011-08-07,30,85,20,68,26,78
2011-08-08,29,84,19,66,26,79
2011-08-09,30,86,20,69,26,79
2011-08-10,29,85,21,69,26,79
2011-08-11,30,86,21,70,26,79
2011-08-12,26,79,20,69,24,75
2011-08-13,29,84,20,68,26,78
2011-08-14,29,84,20,68,26,78
2011-08-15,31,87,20,68,27,80
2011-08-16,28,82,21,70,25,77
2011-08-17,26,79,20,69,24,75
2011-08-18,23,74,20,68,21,71
2011-08-19,23,74,19,67,22,71
2011-08-20,24,75,20,68,23,73
2011-08-21,26,79,20,68,24,75
2011-08-22,29,85,19,67,25,78
2011-08-23,29,84,20,68,25,78
2011-08-24,29,84,20,68,25,78
2011-08-25,27,80,20,68,24,76
2011-08-26,29,84,19,67,25,78
2011-08-27,28,82,19,66,24,76
2011-08-28,29,84,19,66,25,78
2011-08-29,26,78,20,67,24,74
2011-08-30,28,82,19,67,24,76
2011-08-31,27,81,19,67,24,75
2011-09-01,22,72,20,68,22,71
2011-09-02,26,78,20,67,23,74
2011-09-03,26,79,20,68,24,75
2011-09-04,28,82,19,66,25,77
2011-09-05,29,84,19,66,26,78
2011-09-06,28,83,19,67,25,77
2011-09-07,29,83,19,67,25,77
2011-09-08,29,85,19,66,26,78
2011-09-09,27,81,20,67,25,77
2011-09-10,30,86,19,66,26,79
2011-09-11,29,85,19,66,26,78
2011-09-12,29,85,19,66,25,78
2011-09-13,29,84,19,67,25,77
2011-09-14,28,82,19,67,24,76
2011-09-15,26,78,19,67,23,73
2011-09-16,28,83,19,65,25,77
2011-09-17,29,85,19,66,26,78
2011-09-18,28,82,19,67,25,77
2011-09-19,29,84,19,67,25,77
2011-09-20,28,82,20,68,24,76
2011-09-21,28,83,19,65,25,76
2011-09-22,28,83,18,64,25,77
2011-09-23,29,84,18,64,26,78
2011-09-24,30,85,17,62,26,79
2011-09-25,30,86,19,65,26,79
2011-09-26,30,87,19,66,28,82
2011-09-27,30,86,20,67,27,80
2011-09-28,30,85,20,68,27,80
2011-09-29,29,84,20,67,26,79
2011-09-30,29,85,20,68,26,79
2011-10-01,30,86,20,68,26,79
2011-10-02,27,81,20,69,25,77
2011-10-03,27,80,20,68,25,77
2011-10-04,29,84,18,65,25,78
2011-10-05,31,87,18,64,27,81
2011-10-06,30,87,20,69,27,80
2011-10-07,30,85,19,67,27,80
2011-10-08,29,83,20,67,26,79
2011-10-09,28,82,20,68,25,77
2011-10-10,30,85,20,69,26,79
2011-10-11,29,85,20,67,26,79
2011-10-12,27,80,20,68,24,75
2011-10-13,28,82,20,68,25,77
2011-10-14,28,82,20,68,25,77
2011-10-15,29,84,21,69,26,79
2011-10-16,29,84,20,69,26,79
2011-10-17,29,83,20,68,25,78
2011-10-18,28,82,20,68,25,77
2011-10-19,30,86,19,65,26,79
2011-10-20,30,85,19,66,26,79
2011-10-21,28,82,20,67,25,78
2011-10-22,29,85,19,67,26,78
2011-10-23,28,82,20,67,25,76
2011-10-24,27,81,20,67,24,76
2011-10-25,27,80,20,67,24,75
2011-10-26,25,78,19,66,23,73
2011-10-27,27,80,20,69,24,74
2011-10-28,27,81,19,66,24,76
2011-10-29,26,79,19,65,24,75
2011-10-30,26,79,20,67,24,74
2011-10-31,27,81,19,65,23,74
2011-11-01,26,79,20,67,23,74
2011-11-02,26,79,20,68,23,74
2011-11-03,26,79,19,67,24,74
2011-11-04,27,80,19,66,23,74
2011-11-05,26,80,19,67,23,74
2011-11-06,27,81,19,67,24,76
2011-11-07,28,82,17,62,24,75
2011-11-08,27,80,17,63,23,74
2011-11-09,27,80,15,59,23,73
2011-11-10,26,80,14,58,23,73
2011-11-11,27,81,16,60,23,74
2011-11-12,28,82,15,60,24,75
2011-11-13,28,83,16,62,24,75
2011-11-14,27,81,17,62,24,75
2011-11-15,28,82,17,62,23,74
2011-11-16,27,80,17,62,23,73
2011-11-17,27,81,15,60,23,74
2011-11-18,26,79,17,63,23,74
2011-11-19,27,80,16,61,23,73
2011-11-20,26,79,14,57,22,72
2011-11-21,26,79,13,56,22,72
2011-11-22,26,79,15,59,22,72
2011-11-23,27,80,15,59,23,73
2011-11-24,25,77,16,60,22,72
2011-11-25,25,77,18,65,23,73
2011-11-26,23,73,20,68,21,71
2011-11-27,25,77,20,68,23,73
2011-11-28,27,81,20,68,24,75
2011-11-29,28,82,20,68,24,75
2011-11-30,28,82,18,65,24,76
2011-12-01,28,82,19,67,24,75
2011-12-02,28,83,17,63,25,77
2011-12-03,28,82,18,64,25,77
2011-12-04,28,82,17,63,24,76
2011-12-05,28,82,17,62,24,75
2011-12-06,27,80,16,60,23,73
2011-12-07,25,78,16,61,22,72
2011-12-08,25,78,14,58,22,72
2011-12-09,26,79,17,62,23,73
2011-12-10,27,80,18,65,24,75
2011-12-11,26,79,18,65,24,74
2011-12-12,27,81,17,62,24,75
2011-12-13,26,79,16,61,23,73
2011-12-14,27,81,16,61,23,73
2011-12-15,26,78,16,61,23,73
2011-12-16,26,79,16,60,22,72
2011-12-17,26,79,14,56,22,71
2011-12-18,26,79,13,56,21,70
2011-12-19,27,81,15,59,22,72
2011-12-20,24,75,15,59,21,70
2011-12-21,26,79,14,57,22,71
2011-12-22,25,77,13,56,21,70
2011-12-23,24,76,13,56,21,69
2011-12-24,27,80,14,57,22,72
2011-12-25,27,81,15,59,22,72
2011-12-26,29,84,14,58,24,74
2011-12-27,28,82,16,62,24,75
2011-12-28,28,82,17,62,23,74
2011-12-29,27,80,17,63,23,74
2011-12-30,22,72,19,66,21,69
2011-12-31,22,72,17,63,21,69
2012-01-01,27,81,16,61,23,74
2012-01-02,28,83,17,62,24,76
2012-01-03,29,85,18,64,25,77
2012-01-04,29,85,19,65,25,78
2012-01-05,29,84,19,65,25,77
2012-01-06,30,85,17,62,25,77
2012-01-07,27,81,16,61,23,73
2012-01-08,30,85,15,58,25,77
2012-01-09,28,82,17,62,23,74
2012-01-10,29,84,17,63,25,76
2012-01-11,29,85,18,65,25,78
2012-01-12,28,82,17,63,24,75
2012-01-13,26,78,16,61,23,73
2012-01-14,26,79,17,63,22,72
2012-01-15,26,79,16,61,22,72
2012-01-16,28,82,15,58,23,74
2012-01-17,31,88,15,59,26,78
2012-01-18,31,88,17,63,27,81
2012-01-19,30,86,18,64,25,78
2012-01-20,31,87,17,63,26,78
2012-01-21,28,82,17,62,24,75
2012-01-22,28,82,16,60,24,74
2012-01-23,27,81,15,59,23,73
2012-01-24,27,80,14,58,22,72
2012-01-25,27,80,15,59,22,72
2012-01-26,27,81,14,57,23,74
2012-01-27,29,84,15,59,24,75
2012-01-28,28,83,16,62,24,76
2012-01-29,28,83,16,61,24,75
2012-01-30,27,81,16,60,23,74
2012-01-31,28,82,16,62,24,74
2012-02-01,27,80,15,59,23,74
2012-02-02,27,80,16,60,23,74
2012-02-03,28,82,15,58,23,74
2012-02-04,30,86,15,59,25,78
2012-02-05,30,87,16,61,26,79
2012-02-06,30,86,17,63,26,79
2012-02-07,30,86,18,64,26,79
2012-02-08,31,88,18,65,27,80
2012-02-09,31,89,20,68,28,82
2012-02-10,31,88,19,66,27,80
2012-02-11,30,87,20,67,26,80
2012-02-12,30,87,18,65,26,79
2012-02-13,31,87,18,64,27,80
2012-02-14,31,88,18,64,27,80
2012-02-15,34,93,18,64,29,84
2012-02-16,33,92,19,67,29,84
2012-02-17,31,88,20,68,27,81
2012-02-18,31,88,18,65,27,80
2012-02-19,31,88,18,65,27,80
2012-02-20,32,89,19,66,28,82
2012-02-21,33,91,20,68,29,83
2012-02-22,32,89,19,67,28,82
2012-02-23,32,89,19,66,28,82
2012-02-24,32,90,19,66,28,82
2012-02-25,32,89,17,63,28,82
2012-02-26,31,89,18,65,27,81
2012-02-27,32,90,19,65,28,83
2012-02-28,38,100,20,67,32,90
2012-02-29,34,94,20,67,30,86
2012-03-01,36,98,21,71,33,91
2012-03-02,33,92,22,72,30,87
2012-03-03,35,94,21,70,31,88
2012-03-04,35,94,20,68,30,87
2012-03-05,33,92,21,70,30,85
2012-03-06,34,94,21,69,31,87
2012-03-07,35,94,23,73,32,89
2012-03-08,33,92,21,69,29,85
2012-03-09,34,93,20,69,30,87
2012-03-10,31,87,21,70,29,84
2012-03-11,33,91,19,66,28,83
2012-03-12,32,90,20,67,28,82
2012-03-13,30,87,20,68,28,82
2012-03-14,32,90,21,69,28,83
2012-03-15,32,89,21,70,28,83
2012-03-16,33,91,22,72,30,86
2012-03-17,34,93,22,72,31,88
2012-03-18,35,94,23,73,32,89
2012-03-19,36,97,23,73,33,91
2012-03-20,36,96,23,74,32,90
2012-03-21,36,96,24,75,32,90
2012-03-22,35,95,23,73,31,89
2012-03-23,35,95,23,73,31,89
2012-03-24,35,94,23,73,31,88
2012-03-25,34,94,21,70,31,87
2012-03-26,33,92,20,69,29,85
2012-03-27,34,93,20,67,30,85
2012-03-28,34,94,20,67,31,87
2012-03-29,35,96,22,72,32,90
2012-03-30,35,95,22,72,32,89
2012-03-31,35,96,24,74,32,89
2012-04-01,34,93,23,73,30,87
2012-04-02,34,93,23,74,30,86
2012-04-03,35,95,23,73,32,89
2012-04-04,38,100,24,75,32,90
2012-04-05,36,96,24,75,32,90
2012-04-06,33,92,24,74,31,87
2012-04-07,36,96,23,74,32,90
2012-04-08,34,93,24,75,31,89
2012-04-09,34,93,23,74,31,89
2012-04-10,38,100,24,76,33,91
2012-04-11,36,96,25,77,32,90
2012-04-12,36,98,23,74,33,91
2012-04-13,35,95,24,75,32,90
2012-04-14,35,95,24,75,31,88
2012-04-15,35,95,23,73,31,88
2012-04-16,37,99,24,75,34,93
2012-04-17,38,101,25,77,34,94
2012-04-18,35,95,26,79,32,90
2012-04-19,37,99,25,77,33,92
2012-04-20,35,95,26,79,33,91
2012-04-21,35,95,26,79,32,90
2012-04-22,36,96,25,76,33,92
2012-04-23,37,98,26,78,34,92
2012-04-24,36,96,25,78,32,89
2012-04-25,29,85,24,75,27,80
2012-04-26,30,87,24,75,27,81
2012-04-27,31,88,24,74,28,82
2012-04-28,28,82,23,73,26,79
2012-04-29,33,91,23,73,29,85
2012-04-30,33,91,23,74,29,85
2012-05-01,32,89,23,74,29,84
2012-05-02,33,91,22,72,30,86
2012-05-03,34,93,23,73,31,87
2012-05-04,32,90,22,71,30,86
2012-05-05,35,95,21,71,31,87
2012-05-06,35,94,23,73,31,88
2012-05-07,34,93,24,76,31,88
2012-05-08,33,92,24,75,29,85
2012-05-09,34,94,23,74,31,87
2012-05-10,32,90,23,73,30,85
2012-05-11,33,91,24,74,29,84
2012-05-12,30,86,23,73,27,81
2012-05-13,33,91,22,71,29,84
2012-05-14,34,94,24,76,31,88
2012-05-15,34,94,24,76,30,87
2012-05-16,26,78,22,71,24,75
2012-05-17,32,90,21,71,30,85
2012-05-18,35,95,23,73,32,89
2012-05-19,35,95,22,72,31,88
2012-05-20,36,96,23,73,31,89
2012-05-21,35,96,23,73,31,89
2012-05-22,35,95,23,73,31,88
2012-05-23,36,97,23,73,32,89
2012-05-24,36,96,22,72,31,88
2012-05-25,25,76,22,71,24,75
2012-05-26,34,93,21,69,30,85
2012-05-27,34,92,22,72,30,85
2012-05-28,35,95,22,72,31,87
2012-05-29,33,91,23,73,30,85
2012-05-30,34,93,22,72,30,86
2012-05-31,35,95,22,71,31,88
2012-06-01,35,94,21,71,31,87
2012-06-02,35,96,22,71,31,88
2012-06-03,34,94,22,72,30,87
2012-06-04,35,94,22,72,30,87
2012-06-05,32,90,22,71,29,84
2012-06-06,30,86,21,70,27,81
2012-06-07,31,87,21,69,27,81
2012-06-08,33,91,22,71,28,83
2012-06-09,32,90,20,69,28,83
2012-06-10,32,90,21,69,29,84
2012-06-11,32,90,20,68,29,84
2012-06-12,32,89,20,68,27,81
2012-06-13,30,86,20,68,27,80
2012-06-14,33,91,20,68,28,82
2012-06-15,31,88,21,70,27,81
2012-06-16,30,86,21,69,27,80
2012-06-17,27,80,21,69,24,76
2012-06-18,23,73,20,68,22,71
2012-06-19,27,81,19,67,24,76
2012-06-20,29,84,20,67,26,78
2012-06-21,30,85,20,68,26,79
2012-06-22,29,85,20,68,26,79
2012-06-23,31,89,21,69,27,81
2012-06-24,31,88,20,69,28,82
2012-06-25,31,88,21,69,27,81
2012-06-26,31,87,21,69,27,80
2012-06-27,29,84,21,70,25,77
2012-06-28,29,83,20,68,25,78
2012-06-29,26,79,20,68,23,74
2012-06-30,28,82,20,68,25,78
2012-07-01,28,82,20,68,25,77
2012-07-02,26,79,20,67,24,75
2012-07-03,28,82,19,66,25,77
2012-07-04,31,87,20,67,27,80
2012-07-05,31,88,20,67,28,82
2012-07-06,32,90,20,68,29,83
2012-07-07,32,90,20,69,28,83
2012-07-08,31,87,20,68,27,80
2012-07-09,30,86,21,69,27,80
2012-07-10,27,80,21,70,24,76
2012-07-11,31,87,20,67,27,80
2012-07-12,31,88,21,69,27,81
2012-07-13,31,88,21,69,27,81
2012-07-14,29,84,21,70,27,80
2012-07-15,26,79,21,70,25,77
2012-07-16,30,85,21,71,27,80
2012-07-17,28,82,21,70,26,78
2012-07-18,26,78,22,71,24,75
2012-07-19,30,85,19,67,26,79
2012-07-20,29,83,20,69,26,78
2012-07-21,28,82,20,68,25,77
2012-07-22,28,82,20,68,25,78
2012-07-23,28,83,20,69,26,79
2012-07-24,29,85,20,67,27,81
2012-07-25,29,85,19,67,26,79
2012-07-26,28,82,21,69,25,77
2012-07-27,25,78,20,69,24,74
2012-07-28,28,82,20,68,26,78
2012-07-29,28,83,20,67,26,79
2012-07-30,28,83,19,66,25,78
2012-07-31,30,86,19,66,26,79
2012-08-01,31,87,19,66,27,80
2012-08-02,29,84,20,68,26,79
2012-08-03,29,84,20,68,25,78
2012-08-04,29,84,20,68,25,77
2012-08-05,29,83,19,66,25,78
2012-08-06,27,80,21,69,24,75
2012-08-07,27,81,20,68,25,78
2012-08-08,28,83,20,68,25,78
2012-08-09,27,80,20,68,24,76
2012-08-10,27,81,20,67,25,76
2012-08-11,27,81,20,68,25,77
2012-08-12,27,81,20,68,25,77
2012-08-13,30,85,20,67,26,80
2012-08-14,31,89,20,68,28,82
2012-08-15,31,88,20,68,27,81
2012-08-16,31,87,20,68,27,80
2012-08-17,29,83,21,69,25,78
2012-08-18,28,83,19,67,25,78
2012-08-19,29,85,19,67,26,79
2012-08-20,31,88,19,66,27,81
2012-08-21,31,88,20,68,27,81
2012-08-22,31,87,21,69,27,81
2012-08-23,33,92,22,71,28,83
2012-08-24,29,84,22,71,27,80
2012-08-25,29,85,21,70,26,79
2012-08-26,22,71,20,68,21,70
2012-08-27,23,73,19,66,21,71
2012-08-28,28,82,18,64,25,77
2012-08-29,27,80,19,67,24,75
2012-08-30,25,76,20,68,22,71
2012-08-31,28,82,20,67,24,76
2012-09-01,26,78,19,67,24,74
2012-09-02,28,83,19,67,25,77
2012-09-03,26,78,20,68,24,75
2012-09-04,28,83,20,67,26,78
2012-09-05,29,84,19,66,27,80
2012-09-06,30,86,19,66,26,79
2012-09-07,30,86,20,68,26,79
2012-09-08,27,80,20,68,25,76
2012-09-09,28,83,20,68,24,74
2012-09-10,28,83,19,66,25,77
2012-09-11,29,84,19,66,26,78
2012-09-12,30,86,19,67,26,78
2012-09-13,30,86,19,66,26,79
2012-09-14,31,87,20,67,26,79
2012-09-15,30,85,19,66,26,78
2012-09-16,29,85,18,65,26,78
2012-09-17,30,85,19,65,25,78
2012-09-18,30,86,19,66,26,79
2012-09-19,30,87,19,67,27,80
2012-09-20,30,87,19,67,27,81
2012-09-21,31,88,20,68,28,83
2012-09-22,31,87,21,69,27,81
2012-09-23,31,88,19,67,28,82
2012-09-24,31,88,19,67,27,81
2012-09-25,31,87,19,67,27,80
2012-09-26,31,88,20,68,27,81
2012-09-27,30,86,21,69,27,80
2012-09-28,29,83,21,71,26,79
2012-09-29,28,82,21,70,25,77
2012-09-30,27,81,21,70,25,77
2012-10-01,23,74,20,68,22,71
2012-10-02,29,84,19,65,25,77
2012-10-03,29,84,17,63,25,77
2012-10-04,30,85,16,61,26,78
2012-10-05,30,87,18,64,27,80
2012-10-06,31,88,20,67,27,81
2012-10-07,29,84,21,69,24,74
2012-10-08,29,84,21,70,26,79
2012-10-09,27,81,20,69,25,77
2012-10-10,30,87,18,65,27,80
2012-10-11,30,86,19,67,26,79
2012-10-12,29,84,19,67,26,78
2012-10-13,30,85,19,65,26,79
2012-10-14,30,86,21,70,27,81
2012-10-15,29,84,19,66,26,78
2012-10-16,29,84,21,69,26,78
2012-10-17,29,84,19,67,25,77
2012-10-18,29,84,18,64,25,77
2012-10-19,28,82,18,65,24,75
2012-10-20,27,80,19,66,24,75
2012-10-21,27,80,19,66,24,75
2012-10-22,27,81,19,67,24,75
2012-10-23,28,83,18,65,24,75
2012-10-24,26,79,19,66,24,75
2012-10-25,27,81,20,67,25,76
2012-10-26,29,85,18,65,25,77
2012-10-27,29,83,18,64,25,76
2012-10-28,28,82,17,62,24,75
2012-10-29,27,80,17,63,24,75
2012-10-30,26,79,17,63,23,73
2012-10-31,21,70,18,64,19,66
2012-11-01,19,67,18,64,19,65
2012-11-02,24,76,19,66,22,72
2012-11-03,27,80,18,65,24,75
2012-11-04,27,81,18,65,25,76
2012-11-05,29,84,20,68,25,78
2012-11-06,29,85,19,67,25,77
2012-11-07,29,84,19,65,25,78
2012-11-08,28,83,19,66,25,77
2012-11-09,29,83,19,66,25,77
2012-11-10,28,83,18,65,25,77
2012-11-11,28,82,18,64,24,76
2012-11-12,28,82,17,63,24,75
2012-11-13,28,82,17,62,23,74
2012-11-14,27,80,15,59,22,72
2012-11-15,27,80,14,56,22,71
2012-11-16,27,81,16,61,23,73
2012-11-17,28,82,16,61,23,74
2012-11-18,29,84,15,58,24,75
2012-11-19,31,87,15,59,26,78
2012-11-20,31,87,17,63,26,79
2012-11-21,28,82,19,66,25,78
2012-11-22,28,82,19,66,25,77
2012-11-23,27,81,19,66,24,76
2012-11-24,28,83,18,65,24,75
2012-11-25,28,82,18,64,24,76
2012-11-26,28,83,18,64,24,76
2012-11-27,28,82,17,63,24,75
2012-11-28,28,82,16,61,24,74
2012-11-29,29,85,16,61,24,75
2012-11-30,28,82,17,62,24,74
2012-12-01,28,83,16,60,24,75
2012-12-02,28,83,15,60,24,75
2012-12-03,24,76,17,62,22,71
2012-12-04,24,75,19,66,22,71
2012-12-05,27,81,19,67,24,75
2012-12-06,27,81,19,66,24,75
2012-12-07,29,84,17,62,24,76
2012-12-08,29,85,16,61,25,77
2012-12-09,30,86,18,64,26,78
2012-12-10,30,86,18,64,25,77
2012-12-11,29,83,18,64,25,76
2012-12-12,31,87,17,63,25,78
2012-12-13,30,86,17,63,25,77
2012-12-14,28,83,16,61,24,75
2012-12-15,27,80,15,59,23,73
2012-12-16,26,78,15,58,22,72
2012-12-17,26,78,15,59,22,72
2012-12-18,26,79,16,61,23,73
2012-12-19,28,82,15,59,23,74
2012-12-20,28,82,16,60,24,75
2012-12-21,28,82,15,59,24,74
2012-12-22,28,83,16,61,24,75
2012-12-23,28,82,15,60,23,74
2012-12-24,28,82,17,63,23,74
2012-12-25,28,82,16,61,23,74
2012-12-26,28,82,17,62,23,74
2012-12-27,28,83,15,60,24,75
2012-12-28,29,84,16,61,24,76
2012-12-29,28,82,20,67,25,77
2012-12-30,29,84,21,69,26,78
2012-12-31,29,84,19,67,25,77
2013-01-01,30,85,18,64,25,77
2013-01-02,31,88,17,63,26,79
2013-01-03,33,91,18,64,28,82
