date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF
2018-03-12,33,91,22,71,29,84
2018-03-13,32,89,20,69,28,83
2018-03-14,32,89,22,72,29,84
2018-03-15,32,90,23,73,29,85
2018-03-16,30,86,23,73,28,82
2018-03-17,29,85,23,74,27,80
2018-03-18,28,83,22,72,27,80
2018-03-19,31,87,22,71,28,83
2018-03-20,33,91,23,73,30,86
2018-03-21,34,93,23,74,31,88
2018-03-22,32,89,25,77,30,86
2018-03-23,33,92,25,77,31,88
2018-03-24,31,88,26,78,30,86
2018-03-25,34,93,24,75,30,87
2018-03-26,34,92,24,74,30,87
2018-03-27,34,93,25,76,31,88
2018-03-28,34,94,25,76,32,90
2018-03-29,33,92,25,76,31,88
2018-03-30,32,90,25,77,30,86
2018-03-31,32,90,24,76,30,87
2018-04-01,34,93,26,78,31,88
2018-04-02,32,89,24,76,30,86
2018-04-03,33,91,25,77,31,87
2018-04-04,34,94,24,74,31,88
2018-04-05,34,94,23,74,31,87
2018-04-06,34,94,24,74,31,88
2018-04-07,34,94,24,76,31,88
2018-04-08,34,93,22,72,30,87
2018-04-09,34,93,21,71,30,86
2018-04-10,33,92,22,71,30,87
2018-04-11,34,93,23,73,31,88
2018-04-12,33,92,24,75,31,88
2018-04-13,35,95,24,76,32,89
2018-04-14,35,95,24,76,32,89
2018-04-15,34,94,25,77,32,89
2018-04-16,33,91,26,78,31,89
2018-04-17,35,95,26,78,32,89
2018-04-18,36,96,26,79,34,92
2018-04-19,36,96,27,80,33,92
2018-04-20,34,93,26,79,31,88
2018-04-21,34,93,25,77,32,89
2018-04-22,33,92,26,79,31,89
2018-04-23,33,92,26,78,31,87
2018-04-24,34,92,26,80,32,90
2018-04-25,34,92,26,79,32,89
2018-04-26,33,91,26,78,32,89
2018-04-27,35,95,26,79,33,91
2018-04-28,35,94,25,76,32,90
2018-04-29,35,94,26,79,32,90
2018-04-30,35,95,27,81,32,89
2018-05-01,36,97,25,77,33,92
2018-05-02,34,93,26,79,30,87
2018-05-03,32,89,25,76,29,84
2018-05-04,33,91,25,77,31,88
2018-05-05,33,92,26,78,31,88
2018-05-06,35,95,25,78,32,90
2018-05-07,33,92,25,77,32,89
2018-05-08,33,92,26,79,30,86
2018-05-09,32,89,25,76,30,86
2018-05-10,31,89,24,75,29,85
2018-05-11,34,93,24,76,31,88
2018-05-12,32,89,26,78,30,86
2018-05-13,33,91,25,77,31,87
2018-05-14,31,89,25,77,29,85
2018-05-15,31,88,25,76,29,84
2018-05-16,33,91,24,76,30,87
2018-05-17,33,91,25,77,31,87
2018-05-18,33,91,25,76,31,87
2018-05-19,34,92,27,80,31,88
2018-05-20,34,93,25,78,31,88
2018-05-21,33,91,24,76,30,87
2018-05-22,32,90,25,77,30,86
2018-05-23,32,90,26,79,31,88
2018-05-24,31,88,26,80,30,86
2018-05-25,31,87,24,75,28,82
2018-05-26,31,87,23,74,29,83
2018-05-27,33,91,24,75,30,86
2018-05-28,32,89,25,77,30,85
2018-05-29,31,87,23,74,28,82
2018-05-30,31,88,22,72,28,83
2018-05-31,31,89,24,74,29,84
2018-06-01,32,89,24,75,29,85
2018-06-02,30,86,23,74,28,83
2018-06-03,29,85,24,74,27,80
2018-06-04,27,80,22,72,25,77
2018-06-05,30,87,21,70,27,81
2018-06-06,29,84,22,71,27,80
2018-06-07,30,85,22,72,26,79
2018-06-08,26,79,22,71,24,75
2018-06-09,28,82,21,70,25,77
2018-06-10,29,84,21,70,26,79
2018-06-11,28,83,22,71,26,78
2018-06-12,29,85,22,72,27,80
2018-06-13,30,85,22,72,27,81
2018-06-14,29,85,22,71,27,80
2018-06-15,31,87,21,70,27,81
2018-06-16,31,89,21,70,28,82
2018-06-17,31,88,21,70,27,81
2018-06-18,30,86,21,69,27,81
2018-06-19,29,84,21,69,26,79
2018-06-20,30,86,21,70,26,80
2018-06-21,29,83,22,71,26,78
2018-06-22,28,83,21,69,25,78
2018-06-23,28,83,21,70,25,78
2018-06-24,29,83,21,71,25,78
2018-06-25,29,83,21,70,25,78
2018-06-26,28,83,21,70,25,78
2018-06-27,27,80,21,69,24,76
2018-06-28,25,77,20,69,24,76
2018-06-29,29,83,20,69,26,78
2018-06-30,30,85,21,69,27,80
2018-07-01,29,85,22,71,27,80
2018-07-02,30,86,22,71,26,79
2018-07-03,28,83,21,70,25,78
2018-07-04,29,84,21,69,26,79
2018-07-05,30,86,21,69,27,81
2018-07-06,27,81,21,70,25,77
2018-07-07,25,76,22,71,23,74
2018-07-08,26,79,21,70,24,75
2018-07-09,28,82,21,70,25,77
2018-07-10,27,81,20,68,25,77
2018-07-11,27,80,21,69,25,76
2018-07-12,26,79,20,69,25,77
2018-07-13,27,80,20,69,25,76
2018-07-14,27,81,21,70,25,77
2018-07-15,26,80,22,71,25,77
2018-07-16,27,81,21,70,25,76
2018-07-17,28,83,20,69,26,78
2018-07-18,29,83,21,70,26,79
2018-07-19,29,83,21,70,26,79
2018-07-20,28,83,22,71,25,77
2018-07-21,28,82,22,71,25,78
2018-07-22,28,82,21,71,26,78
2018-07-23,26,78,21,70,25,76
2018-07-24,26,80,21,70,25,77
2018-07-25,28,82,21,69,25,78
2018-07-26,29,84,21,69,27,80
2018-07-27,28,82,21,69,26,78
2018-07-28,28,82,21,69,26,79
2018-07-29,29,83,21,70,26,79
2018-07-30,30,85,21,70,27,80
2018-07-31,28,82,21,71,26,79
2018-08-01,28,82,21,69,26,79
2018-08-02,31,87,21,69,27,80
2018-08-03,29,84,21,70,26,79
2018-08-04,28,83,21,69,26,78
2018-08-05,28,83,20,69,26,79
2018-08-06,27,80,20,68,25,77
2018-08-07,25,78,20,68,24,75
2018-08-08,28,82,20,69,25,76
2018-08-09,28,83,20,68,26,78
2018-08-10,27,81,21,69,25,77
2018-08-11,24,74,21,70,23,73
2018-08-12,24,74,20,68,23,73
2018-08-13,26,79,20,67,24,75
2018-08-14,24,75,22,71,23,73
2018-08-15,26,78,21,69,24,75
2018-08-16,23,73,21,70,23,73
2018-08-17,27,80,21,69,25,77
2018-08-18,28,82,21,69,25,78
2018-08-19,27,80,21,70,25,77
2018-08-20,27,81,21,69,25,77
2018-08-21,28,83,20,67,26,78
2018-08-22,29,84,20,69,26,78
2018-08-23,28,82,21,69,26,78
2018-08-24,28,83,20,68,25,78
2018-08-25,27,80,21,69,25,77
2018-08-26,27,81,20,68,25,76
2018-08-27,27,81,20,68,25,76
2018-08-28,27,81,20,68,25,76
2018-08-29,27,81,20,68,25,77
2018-08-30,27,80,20,68,25,77
2018-08-31,28,82,21,69,25,78
2018-09-01,28,82,21,69,25,78
2018-09-02,29,84,21,69,26,79
2018-09-03,29,85,20,69,27,80
2018-09-04,28,83,21,69,27,80
2018-09-05,27,81,21,69,26,78
2018-09-06,28,83,20,68,26,78
2018-09-07,28,82,20,67,25,77
2018-09-08,29,85,20,67,27,80
2018-09-09,29,84,21,70,27,81
2018-09-10,28,83,22,72,26,79
2018-09-11,30,87,23,73,28,82
2018-09-12,31,87,23,73,29,83
2018-09-13,28,83,23,73,27,80
2018-09-14,31,88,23,73,29,84
2018-09-15,30,85,23,73,27,80
2018-09-16,29,84,21,71,27,80
2018-09-17,26,79,21,69,24,76
2018-09-18,29,84,21,70,26,79
2018-09-19,26,78,21,69,24,76
2018-09-20,24,76,20,68,23,74
2018-09-21,28,82,20,69,26,78
2018-09-22,29,84,19,65,26,80
2018-09-23,29,85,21,70,27,80
2018-09-24,29,85,22,72,27,81
2018-09-25,30,85,22,72,27,81
2018-09-26,29,84,22,71,27,80
2018-09-27,30,85,22,72,27,81
2018-09-28,28,83,22,71,26,79
2018-09-29,29,83,22,71,26,79
2018-09-30,28,83,22,72,27,80
2018-10-01,30,86,22,71,27,81
2018-10-02,29,85,21,70,27,80
2018-10-03,29,85,22,71,27,80
2018-10-04,27,81,21,71,24,76
2018-10-05,26,79,21,70,24,75
2018-10-06,27,81,21,70,25,76
2018-10-07,29,83,20,69,26,78
2018-10-08,29,84,21,71,26,80
2018-10-09,28,83,22,72,27,80
2018-10-10,28,83,22,71,27,80
2018-10-11,30,85,22,71,27,81
2018-10-12,30,86,22,71,28,82
2018-10-13,31,88,23,73,28,83
2018-10-14,29,84,22,72,27,80
2018-10-15,30,85,22,71,27,80
2018-10-16,28,82,22,71,26,78
2018-10-17,27,81,21,70,25,77
2018-10-18,28,83,21,70,25,78
2018-10-19,27,80,22,71,25,77
2018-10-20,28,82,20,69,25,77
2018-10-21,28,82,20,68,25,78
2018-10-22,28,82,20,68,25,78
2018-10-23,29,84,21,69,26,79
2018-10-24,29,83,22,71,26,78
2018-10-25,28,83,20,69,26,78
2018-10-26,28,82,19,67,25,77
2018-10-27,27,81,19,67,25,77
2018-10-28,28,82,20,68,25,76
2018-10-29,28,82,19,66,25,77
2018-10-30,29,84,19,66,26,78
2018-10-31,28,82,20,68,25,77
2018-11-01,28,83,20,68,25,77
2018-11-02,26,79,20,68,24,75
2018-11-03,27,80,20,68,24,75
2018-11-04,27,81,19,66,24,76
2018-11-05,28,82,19,67,25,76
2018-11-06,27,81,20,68,25,77
2018-11-07,28,82,20,67,25,77
2018-11-08,28,82,20,67,25,77
2018-11-09,28,82,19,66,25,77
2018-11-10,29,83,19,67,25,78
2018-11-11,28,83,20,68,25,78
2018-11-12,28,82,21,70,25,78
2018-11-13,28,83,21,69,26,78
2018-11-14,31,87,20,69,27,80
2018-11-15,28,82,20,68,25,77
2018-11-16,25,77,20,69,22,72
2018-11-17,28,82,19,66,25,77
2018-11-18,28,82,20,68,25,77
2018-11-19,27,81,20,69,25,76
2018-11-20,28,83,20,67,25,77
2018-11-21,26,78,19,67,23,74
2018-11-22,23,74,20,69,22,71
2018-11-23,26,78,20,68,23,73
2018-11-24,28,82,19,67,25,77
2018-11-25,28,82,20,67,25,77
2018-11-26,28,82,19,65,24,75
2018-11-27,26,80,17,62,23,73
2018-11-28,27,81,16,61,23,74
2018-11-29,26,78,18,64,24,74
2018-11-30,28,83,18,65,25,77
2018-12-01,28,82,18,65,24,75
2018-12-02,27,81,17,63,24,74
2018-12-03,25,77,18,64,23,73
2018-12-04,26,79,19,66,24,75
2018-12-05,27,80,19,66,25,77
2018-12-06,27,80,20,67,24,75
2018-12-07,28,83,19,66,25,77
2018-12-08,28,82,19,65,25,76
2018-12-09,29,83,18,65,25,77
2018-12-10,28,83,18,65,25,78
2018-12-11,28,83,20,67,26,79
2018-12-12,27,81,20,68,26,78
2018-12-13,27,80,19,66,25,77
2018-12-14,28,83,19,66,25,77
2018-12-15,26,79,18,65,23,73
2018-12-16,26,78,17,63,22,72
2018-12-17,26,78,17,62,23,74
2018-12-18,27,81,18,64,24,74
2018-12-19,28,82,16,61,24,76
2018-12-20,28,82,17,63,24,76
2018-12-21,27,80,18,64,25,76
2018-12-22,28,82,19,66,25,77
2018-12-23,27,80,20,67,25,76
2018-12-24,28,82,19,66,25,77
2018-12-25,29,84,19,67,26,79
2018-12-26,30,86,19,67,26,80
2018-12-27,27,81,20,68,26,78
2018-12-28,28,82,20,67,25,77
2018-12-29,25,76,19,65,23,73
2018-12-30,26,79,17,62,23,74
2018-12-31,26,78,17,63,23,73
2019-01-01,27,80,17,63,23,73
2019-01-02,25,77,15,59,22,71
2019-01-03,27,81,16,61,23,73
2019-01-04,26,79,17,62,23,73
2019-01-05,27,80,17,62,23,73
2019-01-06,28,82,18,64,24,75
2019-01-07,28,83,16,60,25,76
2019-01-08,28,82,19,65,25,77
2019-01-09,29,84,18,65,25,78
2019-01-10,29,85,18,64,25,77
2019-01-11,30,87,16,61,26,79
2019-01-12,28,83,17,62,25,76
2019-01-13,30,85,17,62,26,79
2019-01-14,29,84,18,65,26,78
2019-01-15,28,82,18,65,25,76
2019-01-16,28,83,17,63,25,76
2019-01-17,28,83,18,64,25,77
2019-01-18,29,83,17,62,25,77
2019-01-19,28,83,18,64,25,77
2019-01-20,28,83,17,62,24,76
2019-01-21,29,84,18,64,25,77
2019-01-22,31,88,18,64,27,81
2019-01-23,31,87,17,62,26,79
2019-01-24,30,86,18,65,26,79
2019-01-25,27,80,18,65,25,77
2019-01-26,27,81,19,66,25,77
2019-01-27,27,80,19,66,25,77
2019-01-28,28,82,19,67,25,77
2019-01-29,26,78,18,64,24,75
2019-01-30,26,79,18,65,23,74
2019-01-31,27,80,17,63,23,73
2019-02-01,27,80,17,63,23,73
2019-02-02,28,83,17,63,24,75
2019-02-03,29,84,19,65,26,79
2019-02-04,29,85,18,65,26,79
2019-02-05,29,85,19,67,26,79
2019-02-06,30,86,19,67,27,80
2019-02-07,30,87,20,69,27,81
2019-02-08,32,89,21,70,29,84
2019-02-09,31,87,23,74,28,82
2019-02-10,28,83,22,72,26,79
2019-02-11,29,83,20,68,25,78
2019-02-12,28,83,19,65,25,77
2019-02-13,29,84,20,67,26,78
2019-02-14,30,86,20,67,27,80
2019-02-15,31,87,20,68,28,82
2019-02-16,32,89,22,71,29,84
2019-02-17,32,90,23,74,29,85
2019-02-18,33,92,25,77,31,88
2019-02-19,30,87,22,72,28,83
2019-02-20,32,89,21,70,28,82
2019-02-21,30,87,21,70,27,81
2019-02-22,31,88,21,70,28,82
2019-02-23,32,90,22,72,29,84
2019-02-24,33,91,23,73,30,85
2019-02-25,34,94,22,72,31,87
2019-02-26,34,92,23,73,30,86
2019-02-27,33,92,23,73,30,87
2019-02-28,33,91,23,74,30,85
2019-03-01,34,93,24,76,30,87
2019-03-02,30,87,22,72,28,83
2019-03-03,30,86,21,70,28,82
2019-03-04,34,94,22,72,31,88
2019-03-05,33,91,26,78,31,88
2019-03-06,36,96,25,78,32,90
2019-03-07,38,100,27,81,34,93
2019-03-08,36,97,26,78,33,91
2019-03-09,31,87,24,76,30,85
2019-03-10,32,89,24,76,30,86
2019-03-11,32,90,24,75,30,86
2019-03-12,33,91,23,74,30,86
2019-03-13,33,91,23,73,30,86
2019-03-14,33,92,23,73,30,86
2019-03-15,33,92,23,73,30,86
2019-03-16,33,91,21,70,29,85
2019-03-17,33,91,22,72,30,86
2019-03-18,34,94,22,72,30,87
2019-03-19,34,94,22,72,31,88
2019-03-20,32,89,24,74,30,86
2019-03-21,35,95,23,73,32,90
2019-03-22,35,95,24,75,32,89
2019-03-23,33,92,24,76,32,89
2019-03-24,34,93,25,78,31,89
2019-03-25,35,94,24,75,32,89
2019-03-26,35,95,24,76,32,89
2019-03-27,35,95,25,77,32,89
2019-03-28,36,97,25,76,32,90
2019-03-29,36,97,25,77,33,91
2019-03-30,35,95,25,78,32,90
2019-03-31,36,97,24,76,33,91
2019-04-01,37,98,25,78,34,93
2019-04-02,34,94,25,78,32,90
2019-04-03,33,92,25,77,32,89
2019-04-04,35,95,24,75,31,89
2019-04-05,35,95,25,77,32,90
2019-04-06,36,96,26,79,33,91
2019-04-07,36,96,26,79,33,91
2019-04-08,34,93,25,77,32,90
2019-04-09,34,94,26,78,32,90
2019-04-10,35,96,26,79,33,91
2019-04-11,35,95,26,79,33,92
2019-04-12,36,97,27,80,34,92
2019-04-13,36,97,26,79,33,92
2019-04-14,36,97,26,78,33,91
2019-04-15,36,96,26,79,33,91
2019-04-16,38,100,25,78,34,93
2019-04-17,33,92,26,78,32,90
2019-04-18,34,93,26,79,32,89
2019-04-19,35,95,26,79,33,92
2019-04-20,33,91,27,80,31,88
2019-04-21,34,92,25,78,32,89
2019-04-22,34,92,26,79,32,90
2019-04-23,34,92,26,79,32,89
2019-04-24,35,95,26,78,32,90
2019-04-25,36,96,26,78,33,91
2019-04-26,37,98,27,80,33,92
2019-04-27,36,96,29,84,34,92
2019-04-28,37,98,28,82,34,93
2019-04-29,36,96,27,81,33,92
2019-04-30,34,94,26,79,32,89
2019-05-01,35,95,25,77,32,89
2019-05-02,36,97,24,75,33,91
2019-05-03,36,96,23,73,32,90
2019-05-04,35,96,24,76,32,90
2019-05-05,37,99,28,82,34,93
2019-05-06,35,96,27,81,34,92
2019-05-07,34,92,25,78,30,85
2019-05-08,32,89,24,75,29,84
2019-05-09,34,92,23,74,31,87
2019-05-10,35,96,26,78,33,91
2019-05-11,35,94,26,79,32,89
2019-05-12,33,92,26,79,30,86
2019-05-13,33,91,25,77,31,89
2019-05-14,34,93,25,77,32,89
2019-05-15,34,92,26,78,31,88
2019-05-16,34,92,26,80,32,90
2019-05-17,34,92,27,80,32,89
2019-05-18,34,94,25,77,33,91
2019-05-19,36,96,27,81,33,92
2019-05-20,36,97,28,82,34,92
2019-05-21,36,97,27,81,34,92
2019-05-22,35,96,28,82,33,92
2019-05-23,35,94,28,82,33,91
2019-05-24,35,95,27,80,33,92
2019-05-25,36,96,25,77,33,91
2019-05-26,37,98,26,78,33,91
2019-05-27,35,95,26,80,33,92
2019-05-28,34,94,28,82,32,89
2019-05-29,35,95,25,77,32,90
2019-05-30,36,97,25,78,33,92
2019-05-31,33,92,25,77,29,84
2019-06-01,34,93,24,76,31,88
2019-06-02,34,93,25,77,30,87
2019-06-03,31,88,24,75,29,84
2019-06-04,34,93,24,76,31,88
2019-06-05,34,93,25,77,31,88
2019-06-06,36,96,24,76,33,92
2019-06-07,36,97,25,76,31,88
2019-06-08,33,91,24,75,30,87
2019-06-09,34,94,25,76,30,86
2019-06-10,30,86,24,75,27,81
2019-06-11,32,89,23,74,28,82
2019-06-12,29,84,23,73,27,81
2019-06-13,29,84,23,73,26,80
2019-06-14,31,87,22,71,28,82
2019-06-15,32,90,22,71,29,84
2019-06-16,33,91,22,72,29,84
2019-06-17,31,88,22,72,28,83
2019-06-18,32,90,22,71,28,83
2019-06-19,33,91,22,71,29,84
2019-06-20,31,89,22,72,28,82
2019-06-21,29,84,22,72,26,80
2019-06-22,28,83,22,72,25,77
2019-06-23,28,83,22,71,26,79
2019-06-24,29,85,22,71,27,80
2019-06-25,31,87,22,71,27,81
2019-06-26,28,83,22,71,26,79
2019-06-27,30,86,22,71,27,80
2019-06-28,30,87,21,70,27,80
2019-06-29,30,85,22,71,26,80
2019-06-30,29,85,22,71,27,80
2019-07-01,31,88,22,71,27,81
2019-07-02,30,86,22,72,28,82
2019-07-03,30,86,22,72,27,81
2019-07-04,30,86,22,72,28,82
2019-07-05,30,85,22,71,27,80
2019-07-06,29,83,22,72,26,79
2019-07-07,30,86,22,71,26,80
2019-07-08,30,87,21,71,27,81
2019-07-09,29,84,22,71,27,80
2019-07-10,30,86,21,70,27,80
2019-07-11,31,88,22,72,28,82
2019-07-12,31,88,22,71,28,83
2019-07-13,32,89,22,72,28,83
2019-07-14,31,87,22,72,27,80
2019-07-15,29,85,22,71,27,80
2019-07-16,30,85,22,71,27,81
2019-07-17,30,86,22,72,27,81
2019-07-18,30,86,22,71,27,81
2019-07-19,28,82,22,72,25,77
2019-07-20,26,79,21,70,24,75
2019-07-21,27,80,21,71,25,76
2019-07-22,25,77,21,69,23,73
2019-07-23,26,79,20,68,23,74
2019-07-24,27,81,21,69,25,77
2019-07-25,28,82,21,69,25,77
2019-07-26,27,80,21,70,25,76
2019-07-27,27,80,20,68,24,76
2019-07-28,26,78,21,69,24,75
2019-07-29,25,77,21,69,24,75
2019-07-30,27,80,20,68,25,76
2019-07-31,28,83,20,69,26,78
2019-08-01,28,82,21,69,25,77
2019-08-02,28,82,21,69,25,77
2019-08-03,29,84,21,69,25,77
2019-08-04,29,83,21,70,26,78
2019-08-05,25,76,22,71,23,74
2019-08-06,23,74,21,70,23,73
2019-08-07,26,79,21,70,24,76
2019-08-08,26,79,22,71,24,74
2019-08-09,22,72,21,69,21,70
2019-08-10,26,79,21,69,24,75
2019-08-11,27,81,21,70,25,77
2019-08-12,27,80,21,69,25,77
2019-08-13,28,83,21,70,26,78
2019-08-14,28,82,21,69,25,76
2019-08-15,28,82,21,69,25,77
2019-08-16,28,82,21,69,25,77
2019-08-17,25,77,21,70,23,74
2019-08-18,26,78,21,70,24,75
2019-08-19,29,83,21,71,26,79
2019-08-20,26,79,22,71,24,75
2019-08-21,27,81,22,71,25,76
2019-08-22,27,81,21,70,25,76
2019-08-23,28,82,21,69,25,77
2019-08-24,27,80,20,68,24,76
2019-08-25,28,82,20,69,25,77
2019-08-26,28,83,20,68,25,77
2019-08-27,26,78,21,69,24,75
2019-08-28,28,83,20,68,25,77
2019-08-29,28,82,21,69,26,78
2019-08-30,28,83,20,69,25,78
2019-08-31,27,81,20,69,25,77
2019-09-01,27,81,20,69,24,76
2019-09-02,26,79,21,69,24,75
2019-09-03,26,79,21,70,24,76
2019-09-04,26,78,21,69,24,75
2019-09-05,28,82,21,69,25,76
2019-09-06,28,82,21,70,25,77
2019-09-07,27,80,20,69,25,76
2019-09-08,27,81,21,70,25,76
2019-09-09,27,81,21,69,25,77
2019-09-10,30,86,20,69,26,80
2019-09-11,28,83,21,69,26,78
2019-09-12,28,82,21,70,25,77
2019-09-13,28,83,21,70,26,78
2019-09-14,28,83,21,70,26,79
2019-09-15,28,83,21,69,26,78
2019-09-16,28,82,21,69,25,77
2019-09-17,26,78,21,70,24,74
2019-09-18,26,78,21,70,23,74
2019-09-19,27,81,21,69,25,76
2019-09-20,27,81,20,69,25,77
2019-09-21,28,83,21,69,26,79
2019-09-22,27,81,22,72,25,78
2019-09-23,28,83,23,73,26,79
2019-09-24,27,80,22,71,25,77
2019-09-25,28,82,22,72,25,78
2019-09-26,27,80,21,70,25,76
2019-09-27,27,81,21,70,26,78
2019-09-28,28,82,21,70,26,79
2019-09-29,28,83,21,70,26,78
2019-09-30,28,82,21,69,25,78
2019-10-01,28,82,21,69,26,78
2019-10-02,30,85,22,72,27,80
2019-10-03,28,83,22,72,27,80
2019-10-04,28,83,22,72,26,79
2019-10-05,28,83,21,70,26,79
2019-10-06,28,82,22,71,26,78
2019-10-07,28,83,21,70,26,78
2019-10-08,29,84,22,71,27,80
2019-10-09,28,82,22,71,26,79
2019-10-10,27,81,21,69,26,78
2019-10-11,29,83,22,71,26,78
2019-10-12,28,83,22,71,26,79
2019-10-13,28,82,22,71,26,78
2019-10-14,29,84,21,70,26,79
2019-10-15,27,81,21,70,25,77
2019-10-16,26,80,21,70,25,76
2019-10-17,26,78,21,69,23,73
2019-10-18,27,81,20,68,25,76
2019-10-19,28,82,20,68,25,77
2019-10-20,27,81,21,69,25,77
2019-10-21,27,80,21,69,25,76
2019-10-22,25,77,20,69,24,75
2019-10-23,26,79,20,69,24,75
2019-10-24,25,77,20,69,23,74
2019-10-25,24,76,19,67,23,73
2019-10-26,25,77,20,67,23,74
2019-10-27,28,82,21,69,25,77
2019-10-28,27,80,21,69,25,76
2019-10-29,26,79,20,68,24,75
2019-10-30,24,75,20,68,21,71
2019-10-31,25,77,20,68,23,73
2019-11-01,27,80,20,67,25,76
2019-11-02,28,82,20,69,25,77
2019-11-03,29,83,21,69,25,77
2019-11-04,28,83,21,70,26,78
2019-11-05,28,83,21,70,26,78
2019-11-06,29,84,21,70,26,78
2019-11-07,28,83,21,69,26,78
2019-11-08,26,79,21,71,24,75
2019-11-09,27,80,22,71,25,77
2019-11-10,27,80,21,71,25,78
2019-11-11,27,81,21,69,25,77
2019-11-12,26,79,19,66,24,75
2019-11-13,26,79,19,66,24,74
2019-11-14,26,78,19,65,23,74
2019-11-15,27,80,19,67,24,75
2019-11-16,27,80,20,67,24,75
2019-11-17,27,80,19,67,24,75
2019-11-18,26,79,20,68,24,75
2019-11-19,27,80,21,69,24,76
2019-11-20,24,76,20,68,23,73
2019-11-21,25,76,17,62,23,73
2019-11-22,25,76,19,66,22,72
2019-11-23,26,79,18,64,24,75
2019-11-24,26,80,18,65,23,74
2019-11-25,26,79,19,65,24,75
2019-11-26,26,79,17,62,23,73
2019-11-27,27,80,20,67,24,75
2019-11-28,26,78,20,67,24,74
2019-11-29,26,78,19,66,23,73
2019-11-30,25,76,19,66,23,73
2019-12-01,21,71,21,69,21,70
2019-12-02,24,75,20,67,22,71
2019-12-03,24,74,20,68,22,71
2019-12-04,24,75,18,65,22,71
2019-12-05,23,74,17,62,21,70
2019-12-06,24,74,17,63,21,70
2019-12-07,23,74,17,62,21,71
2019-12-08,25,77,18,65,22,72
2019-12-09,25,77,17,63,23,73
2019-12-10,24,75,17,63,22,72
2019-12-11,26,78,18,64,23,73
2019-12-12,26,78,18,64,23,73
2019-12-13,26,79,18,64,23,74
2019-12-14,26,80,19,66,23,73
2019-12-15,24,76,19,65,22,72
2019-12-16,25,77,17,63,23,73
2019-12-17,26,78,18,64,23,73
2019-12-18,24,75,17,63,22,72
2019-12-19,24,74,18,64,22,71
2019-12-20,25,76,17,62,22,72
2019-12-21,26,78,19,65,23,73
2019-12-22,26,78,18,65,22,72
2019-12-23,25,78,18,64,22,72
2019-12-24,26,79,18,64,24,74
2019-12-25,26,79,20,68,23,73
2019-12-26,28,83,19,66,24,76
2019-12-27,28,82,18,65,25,76
2019-12-28,26,78,19,65,23,74
2019-12-29,26,79,17,63,23,74
2019-12-30,26,78,17,62,23,73
2019-12-31,26,79,18,65,23,73
2020-01-01,25,77,18,64,23,73
2020-01-02,26,79,20,67,23,74
2020-01-03,27,80,20,67,24,75
2020-01-04,29,85,20,69,26,79
2020-01-05,27,81,21,70,25,76
2020-01-06,26,79,20,67,23,74
2020-01-07,25,77,19,67,23,73
2020-01-08,26,79,18,64,23,73
2020-01-09,27,81,18,64,23,74
2020-01-10,26,79,18,65,23,73
2020-01-11,25,77,17,62,22,71
2020-01-12,26,79,16,61,22,72
2020-01-13,29,83,17,63,24,76
2020-01-14,28,83,17,63,24,75
2020-01-15,27,80,17,62,23,74
2020-01-16,28,82,16,60,23,74
2020-01-17,27,80,18,64,23,73
2020-01-18,26,78,19,66,23,74
2020-01-19,28,82,19,66,24,76
2020-01-20,28,83,18,64,24,76
2020-01-21,28,82,18,64,24,75
2020-01-22,27,81,17,63,23,74
2020-01-23,27,81,17,62,23,73
2020-01-24,28,83,18,64,25,76
2020-01-25,28,82,19,66,25,76
2020-01-26,30,86,19,67,26,79
2020-01-27,30,85,20,69,26,79
2020-01-28,29,84,18,65,24,76
2020-01-29,31,87,20,68,26,80
2020-01-30,31,89,22,71,28,82
2020-01-31,31,88,21,69,27,81
2020-02-01,28,83,19,66,25,77
2020-02-02,27,81,18,65,24,74
2020-02-03,28,82,17,63,24,75
2020-02-04,29,83,16,62,24,75
2020-02-05,29,85,18,64,25,77
2020-02-06,30,86,18,65,25,78
2020-02-07,30,85,19,67,26,78
2020-02-08,30,86,19,67,26,79
2020-02-09,28,82,18,65,24,76
2020-02-10,28,82,18,65,24,75
2020-02-11,28,82,18,64,24,74
2020-02-12,28,82,17,62,23,74
2020-02-13,31,88,18,64,26,80
2020-02-14,32,90,19,66,27,81
2020-02-15,34,94,20,68,29,84
2020-02-16,31,89,20,68,27,81
2020-02-17,30,86,18,65,26,78
2020-02-18,30,86,18,64,25,78
2020-02-19,30,86,19,66,26,78
2020-02-20,30,87,17,63,26,78
2020-02-21,30,86,17,62,25,77
2020-02-22,30,85,18,64,25,77
2020-02-23,30,85,17,63,25,77
2020-02-24,30,87,18,64,26,79
2020-02-25,32,89,20,67,27,81
2020-02-26,32,90,20,68,28,82
2020-02-27,31,88,20,68,27,81
2020-02-28,31,88,20,67,27,81
2020-02-29,30,87,18,65,26,79
2020-03-01,32,89,19,67,27,81
2020-03-02,32,90,19,67,28,82
2020-03-03,33,92,22,71,29,84
2020-03-04,32,90,23,74,29,83
2020-03-05,29,84,23,73,27,80
2020-03-06,30,85,22,72,27,80
2020-03-07,29,84,22,72,27,80
2020-03-08,29,84,21,70,26,78
2020-03-09,32,89,22,72,28,82
2020-03-10,30,86,21,70,27,81
2020-03-11,31,87,23,73,27,81
2020-03-12,31,88,23,73,28,82
2020-03-13,31,88,23,73,28,82
2020-03-14,32,89,22,72,29,83
